F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
4.211,15.262,1,2410.77,1.31093,-9161.28,-9.357,-2119.12,-45.285,-3.4994,7.562,-1.96,-6854.5,0,-1.35936,2264.4,12680.1,17.268,-303.52,,TRUE
2.5814,7.6976,0,1620.66,1.4435,-8205.78,-12.33,-2193.47,-41.88758,-4.493,6.0442,-1.96,-3755.7,0,-1.425,11750.1,12685.7,9.8649,-4.4,,TRUE
2.6667,9.084,0,2589.96,1.25553,-7631.49,-8.8674,-2142.84,-47.437,-5.612,7.366,-0.96,-4339.7,1,-6.762,1989.84,12972.3,13.215,-181.44,18.42,FALSE
4.309,7.4906,0,2744.76,1.29052,-4516.98,-7.2984,-1962.17,-42.3012,-3.4467,7.446,-0.96,-7384.04,0,-2.9913,3157.8,12768.94,11.7015,-312.614,,TRUE
2.59382,7.9744,1,2153.37,1.239498,-8273.88,-11.91,-2168.89,-42.714,-4.2649,6.5918,-0.96,-773.7,1,-6.762,2019.15,12531.56,9.9159,-172.3,,FALSE
3.181,7.0352,0,4161.36,1.32596,-8035.62,-7.827,-1960.57,-47.195,-4.123,6.4,-1.96,-7076.5,1,-6.102,2586.6,12827.812,13.266,-357.78,,TRUE
3.001,9.33,1,2536.65,1.29937,-7463.28,-10.23,-1797.37,-46.261,-4.719,6.1958,-0.96,-7494.5,1,-10.077,1707.6,13023.9,19.41,-307.706,,TRUE
3.988,8.85,1,2267.445,2.464,-7575.78,-7.9671,-2078.895,-68.32,-5.445,7.314,-1.96,-7170.74,1,-2.3829,877.5,12874.72,12.0783,-146.34,20.44,FALSE
3.575,7.669,0,3070.26,1.234061,-7308.18,-7.302,-2177.47,-43.462,-4.493,7.19,-0.96,-6744.5,0,-2.3844,1598.4,13361.16,11.0592,45.2,21.42,TRUE
6.197,8.59,0,2761.26,1.5122,-6815.88,-7.0335,-2444.17,-68.22,-4.0622,5.4372,-1.96,-7083.26,1,-5.634,1763.1,12826.514,10.1673,626.8,20.06,TRUE
6.184,10.372,1,2254.743,1.7352,-8088.96,-11.076,-1969.87,-46.39,-5.254,6.5208,-0.96,-7267.11,0,-2.2812,5294.1,13004.3,10.4025,-583.8,27.36,TRUE
3.4048,6.67916,1,11365.26,1.8069,-7887.9,-13.302,-2175.93,-44.21,-6.338,5.4816,-0.96,-6581.9,0,-2.5587,1525.5,12827.734,12.3735,-283.408,19.32,FALSE
2.56746,8.1716,1,3022.56,1.392,-10622.28,-7.3986,-1997.92,-50.708,-3.4483,8.328,-0.96,-3945.7,1,-3.891,2610.6,12810.02,13.74,-399.62,,TRUE
4.035,7.9148,1,2120.4,1.2304765,-7973.31,-7.7925,-2215.37,-45.273,-3.6232,6.878,-0.96,-6846.5,1,-6.621,1889.49,12835.672,11.4735,-135.84,21.86,FALSE
2.7395,6.8238,0,1758.06,2.556,-7844.19,-7.2045,-2104.37,-45.559,-4.906,6.5674,-1.96,-6043.9,1,-2.1498,1694.7,12727.2,21.42,-286.472,,FALSE
3.4832,10.022,0,2192.79,1.24222,-7301.28,-9.99,-1256.87,-41.862328,-3.9078,4.9272,-1.96,-7605.1,0,-2.9931,3738.9,12735.42,14.976,-285.938,,TRUE
3.0659,6.6772,0,3484.56,1.3484,-7820.1,-13.146,-2457.37,-80.29,-4.604,4.9698,-0.96,-6725.9,1,-7.59,2451.6,12869.9,10.068,99.4,21.6,TRUE
5.187,8.3462,1,2313.708,1.645,-10682.58,-10.083,-2050.89,-46.756,-3.5341,7.268,-1.96,-7194.16,0,-4.218,3500.4,12999,13.044,-369.74,24.4,TRUE
3.633,8.4094,0,1957.86,4.869,-7540.68,-9.7035,-1856.47,-43.49,-4.0131,5.613,-0.96,-7409.36,1,-5.28,2035.62,12840.448,10.3671,-235.14,,FALSE
3.1263,8.0266,0,2250.12,1.25058,-1708.98,-7.4247,-2013.06,-64.31,-3.4329,6.4158,-0.96,-7562.7,0,-3.3489,3147.9,11649.36,12.3858,-193.74,,TRUE
3.0264,7.7586,0,2342.97,3.076,-7547.88,-9.5178,-2052.12,-51.764,-4.0962,6.0808,-0.96,-7082.68,1,-1.5171,5018.4,12834.054,11.6529,-221.12,25.78,TRUE
3.4194,7.5816,1,2431.35,1.4747,-7910.097,-7.08987,-2119.21,-55.52,-3.8796,8.968,-0.96,-6836.7,0,-4.164,2875.5,12958.98,9.68637,908.6,,TRUE
4.654,8.822,1,2858.46,2.248,-2902.98,-8.4156,-1859.97,-42.5755,-3.4668,5.9868,-0.96,-7236.274,0,-1.27623,-5250.9,12802.12,10.0176,-213.38,,FALSE
3.634,9.202,0,2465.91,4.809,-5743.08,-8.0706,-1967.37,-53.69,-3.8719,6.5144,-1.96,-7425.66,1,-6.777,1942.11,12820.702,9.8208,1066,22.88,FALSE
3.723,6.997,0,1219.56,1.7642,-8439.78,-10.302,-2205.87,-43.249,-4.34,7.022,-0.96,-6811.3,0,-3.4044,3365.7,12800.5,21.483,-290.92,24.08,TRUE
3.908,6.73752,0,7219.26,1.6695,-7869.222,-9.519,-1892.67,-53.85,-4.434,4.81616,-0.96,-6975.7,1,-5.352,2069.625,12796.94,18.831,-302.25,,FALSE
5.861,9.348,0,2231.01,1.8433,-8034.39,-10.845,-2174.91,-53.56,-5.196,7.498,-1.96,-7061.08,0,-2.7018,1855.62,12790.12,9.74796,439.8,23.38,TRUE
3.018,7.11,0,3989.16,1.29051,-8794.98,-6.891018,-2366.17,-56.37,-3.8108,5.3758,-1.96,-5683.9,0,-2.0094,2533.2,12603.96,12.3648,-315.292,,FALSE
2.9535,10.222,0,2521.11,1.2971,-7705.65,-10.137,-1596.47,-47.768,-6.108,5.1346,-0.96,-7552.5,1,-4.509,2878.2,12873.98,12.642,-279.52,22.1,TRUE
3.0932,9.562,1,2285.1909,2.534,-8405.28,-9.2727,-2136.18,-43.583,-3.6787,11.282,-0.96,-5829.3,1,-2.5359,831.9,12788.04,13.668,-230.22,21.44,FALSE
2.6244,11.358,1,2442.15,1.230158,-6961.38,-6.96225,-2307.37,-47.418,-4.014,5.8344,-1.96,-4097.7,1,-3.9261,3327.6,12766.18,13.371,-153.04,23.96,TRUE
3.696,10.118,1,2587.86,1.3948,-7004.58,-6.96903,-2124.6,-57.44,-4.2447,8.098,-0.96,-7047.5,0,-4.329,3204,12972.68,10.4757,251.2,23.86,TRUE
3.3655,15.298,0,2274.018,1.6673,-4204.98,-8.4837,-2562.37,-47.717,-3.526,5.1986,-0.96,-6785.7,0,-5.31,1743.6,12832.566,9.77649,2138.4,19.86,FALSE
2.8784,7.791,0,2747.46,1.2531,-5960.58,-10.209,-2045.81,-48.941,-3.8446,7.982,-1.96,-7814.3,1,-2.0583,5546.1,12832.326,9.79428,1254.6,,TRUE
2.8143,8.988,0,2605.26,1.24401,-7887.978,-8.4954,-2263.57,-49.087,-4.575,6.1752,-0.96,-4527.7,0,-4.275,1433.7,12885.6,9.66636,1156.2,18.34,FALSE
2.8191,6.808,1,5515.26,1.7199,-6265.38,-12.924,-2145.08,-78.03,-3.5786,6.4936,-1.96,-5836.1,0,-1.5855,1826.34,13042.96,12.627,-202.84,,TRUE
4.2,8.74,1,2316.39,1.31896,-4696.98,-9.8415,-2166.26,-42.916,-3.589,6.884,-0.96,-7177.56,0,-7.521,2488.2,12888.16,16.014,-199.92,20.24,TRUE
6.573,7.9308,1,2664.36,2.525,-7031.58,-8.3595,-2114.9,-76.58,-4.2031,8.57,-1.96,-7165.26,0,-1.36281,-2046.9,12887.18,11.223,-3,,TRUE
3.2672,7.347,1,2121.9,1.28785,-8129.22,-7.4043,-2149.46,-60.02,-4.616,7.584,-1.96,-6478.1,0,-3.2571,1807.23,12846.956,11.982,-259.68,21.18,FALSE
4.357,7.5504,1,2073.96,1.671,-7254.18,-8.5503,-2061.11,-42.5149,-4.2386,9.406,-0.96,-7249.6539,1,-5.835,1850.79,12799.62,10.0848,221.6,,FALSE
2.7017,7.985,1,2940.96,1.4712,-5461.38,-7.308,-2069.644,-48.158,-3.5706,7.09,-0.96,-6437.5,1,-14.115,2237.28,12796.62,11.9445,-187.98,,TRUE
3.5089,8.1944,1,3199.26,2.1437,-7330.38,-9.465,-794.17,-59.61,-4.588,4.73652,-0.96,-7108.66,0,-1.5579,3461.4,12821.878,14.268,-263.8,23.36,FALSE
2.58567,9,1,2576.22,2.1507,-8058.21,-9.7749,-2130.5,-49.572,-5.585,8.246,-0.96,534.3,0,-2.016,5237.1,12849.484,13.539,-300.136,24.08,TRUE
3.4953,9.16,1,2595.06,1.32379,-8201.28,-11.124,-1494.07,-42.998,-4.659,5.1224,-1.96,-7039.1,0,-3.0192,2097.447,12827.606,16.476,-363.12,21.1,TRUE
2.658,6.9974,1,3738.06,1.5815,-8776.38,-9.2319,-2201.57,-76.93,-3.9079,9.218,-0.96,1060.3,0,-1.5069,-972.9,9752.16,19.629,-277.72,,FALSE
2.7037,6.9864,1,2691.96,1.238197,-7025.88,-7.9608,-2636.47,-76.12,-3.4471,4.80006,-1.96,-5912.3,1,-2.9124,3362.4,12855.38,18.423,-277.34,19,FALSE
2.6794,7.2432,1,1416.36,1.6487,-7600.95,-8.2419,-2068.106,-53.85,-4.0609,5.4512,-1.96,-6656.3,1,-1.6491,335.1,12779.64,14.19,-254.84,,FALSE
4.614,9.446,0,2619.66,1.25048,-7704.96,-7.6551,-2317.87,-50.029,-6.976,5.4136,-0.96,-7014.1,0,-1.9488,993.9,12906.74,11.1444,-11.2,19.24,FALSE
4.45,8.0284,1,2122.35,1.5885,-8049,-8.808,-1974.37,-43.659,-4.856,4.9346,-0.96,-7108.32,1,-6.387,1946.22,12973.52,11.9898,-324.72,,FALSE
2.6638,8.2958,1,2172.48,1.5341,-7927.02,-9.5112,-1839.07,-41.89599,-4.556,5.3914,-1.96,-6862.5,0,-1.5669,74.4,12537.16,9.8346,-587.6,,FALSE
6.848,9.958,1,2141.73,1.4134,-8954.28,-7.6017,-2138.85,-80.05,-3.6594,8.432,-1.96,-7161.62,0,-2.196,4805.7,11490.76,10.4241,-140.48,19.92,FALSE
3.694,9.062,1,2547.78,1.8921,-8515.08,-8.3862,-2109.82,-58.77,-3.7484,11.208,-0.96,-6629.5,1,-7.164,1982.76,12876.1,16.479,-291.784,,TRUE
3.2742,15.352,1,2262.405,1.235572,-8700.78,-7.00509,-2121.9,-55.64,-3.9308,7.198,-0.96,-6590.1,0,-2.7933,1864.77,12820.762,13.785,-314.606,,FALSE
6.384,8.0112,1,2820.06,1.4423,-7254.18,-9.438,-2179.57,-46.782,-4.467,8.152,-0.96,-7130.22,1,-5.1,2789.1,13139.96,10.044,955.4,,TRUE
2.9942,9.914,1,2674.56,2.0165,-6976.98,-9.0441,-2256.57,-42.7274,-3.4912,5.8434,-1.96,-5778.7,0,-1.35012,2290.62,12850.3,15.852,-266.68,,TRUE
2.9895,7.9894,1,2750.16,1.7731,-10486.68,-9.0858,-1786.07,-47.706,-3.477,5.1932,-0.96,-6927.9,0,-5.799,2811.3,12790.14,12.765,-389.46,24.3,TRUE
3.3005,7.2926,1,2270.979,3.11,-7926.51,-7.2708,-2370.67,-49.803,-5.821,5.6052,-1.96,-6411.7,1,-2.9793,1347.3,12663.48,10.5327,-52.4,22.1,FALSE
2.6164,6.71578,0,7327.26,1.27954,-7626.36,-8.2953,-2224.17,-42.866,-4.385,5.7748,-1.96,-2335.7,1,-2.5869,1952.4,12819.282,12.765,-214.76,,TRUE
2.56893,6.8522,0,4513.86,1.4401,-6316.68,-7.9593,-1905.97,-54.17,-3.5294,5.4554,-1.96,-7170.84,1,-3.5445,3151.5,12860.32,11.3235,-263.44,,TRUE
2.6835,13.786,0,2260.779,1.3612,-7870.167,-6.94737,-2106.83,-50.786,-4.597,7.646,-0.96,-5522.9,0,-3.4653,2161.17,15132.16,19.464,-282.622,,FALSE
4.199,9.338,1,2665.86,5.71,-5905.38,-7.6008,-1767.97,-48.489,-3.5721,5.5224,-0.96,-7327.86,1,-2.0814,5093.7,12724.84,12.606,-298.1342,,TRUE
3.2855,8.0268,1,2341.65,1.28878,-7605.15,-7.9164,-2011.94,-46.8,-6.111,6.628,-1.96,-7327.54,1,-2.4423,1105.8,12790.6,9.8184,793.6,20.96,FALSE
5.208,6.839,0,5126.76,1.8939,-7917.363,-8.6769,-1995.54,-59.52,-3.8477,7.8,-1.96,-7271.62,1,-2.9598,4181.7,12875.02,11.403,-402.36,26.52,TRUE
3.724,6.7886,0,312.96,1.237703,-7630.95,-9.1173,-2203.97,-49.145,-6.501,6.6056,-0.96,-7008.1,1,-6.225,1667.4,12835.348,17.418,-210.54,,FALSE
3.0735,7.5296,1,1853.16,1.3791,-7681.44,-8.0133,-2420.67,-43.533,-5.269,5.3388,-1.96,-6951.1,0,-6.144,2731.8,12855.32,10.0986,590.6,21.04,FALSE
3.79,9.58,1,2286.5127,2.1372,-4114.98,-6.92883,-3879.17,-64.14,-3.554,4.78314,-1.96,-7121.6,0,-2.8743,4033.8,12829.764,10.7832,284.4,,FALSE
3.5,7.184,0,3049.26,2.349,-7417.98,-12.912,-1190.17,-42.6223,-4.595,4.8588,-1.96,-7252.502,1,-11.814,1957.5,12828.369,16.437,-279.44,20.76,TRUE
3.0395,7.6324,0,2225.97,1.235814,-8452.38,-8.8362,-2018.7,-44.02,-4.2168,7.188,-1.96,-7152.06,0,-3.546,3550.8,12809.5,14.409,-355.38,,TRUE
6.17,11.782,0,2504.46,1.24699,-6820.38,-12.078,-1668.87,-44.127,-3.6597,5.36,-1.96,-7287.08,0,-8.463,2597.7,12767.52,10.4388,-385.96,24.46,TRUE
3.703,9.384,1,2099.91,1.238431,-3535.98,-7.3446,-2609.77,-47.303,-3.39816,5.3692,-0.96,-7008.3,1,-2.145,6491.1,12865.22,10.1295,685.4,17.14,FALSE
3.2667,7.3782,0,1800.66,1.4746,-8155.02,-9.8343,-2021.18,-43.635,-3.8919,6.724,-1.96,-7340.84,0,-1.947,5921.1,12675.22,13.755,-311.17,24.12,TRUE
4.125,7.6928,1,1690.86,1.24223,-7728.66,-8.3337,-2179.37,-51.767,-3.8865,6.874,-0.96,-7121.78,1,-6.792,2613.3,12795.42,16.305,-244.54,,FALSE
2.814,11.408,0,2239.08,1.6819,-6243.48,-16.347,-2261.37,-52.49,-3.6888,5.418,-1.96,-6958.3,1,-3.6474,2954.7,12786.1,18.957,-245.66,21.42,FALSE
2.7401,8.2794,0,2459.58,1.3727,-10480.08,-11.112,-2250.87,-52.99,-3.5618,6.718,-0.96,-3283.7,0,-13.068,2074.983,12853.64,10.8708,-268.64,,FALSE
2.7687,6.7884,1,7222.26,3.343,-7783.68,-8.0163,-2161.26,-44.892,-5.795,6.894,-0.96,-4899.7,1,-8.601,2105.526,12941.56,10.1226,124.6,21.14,TRUE
3.4725,9.12,1,2657.76,1.24918,-7119.48,-12.765,-5407.17,-43.246,-3.9258,4.7293,-1.96,-6670.5,1,-7.767,2589.9,12815.634,12.2361,-105.12,,TRUE
3.0156,6.8046,1,7147.26,1.31949,-14125.98,-9.8262,-1892.47,-48.923,-3.39336,6.074,-1.96,-6656.1,1,-2.2629,2220.09,12727.74,10.6098,-705,22.22,TRUE
3.1205,10.382,1,2534.76,1.29545,-7389.78,-8.7735,-1446.37,-48.188,-5.246,4.902,-0.96,-7510.5,0,-3.0576,3313.5,12791.26,13.554,-218.26,25.34,TRUE
2.6726,7.4794,1,3324.66,1.4631,-7465.68,-7.3332,-1874.97,-45.203,-4.0083,5.028,-1.96,-4975.7,0,-1.8942,-836.7,12966.58,12.2871,-282.584,,TRUE
2.9455,7.7002,1,2955.36,1.4814,7066.02,-7.7799,-1596.27,-63.95,-3.40492,4.9066,-1.96,-7309.1,1,-4.425,1686.3,12844.232,12.543,-156.76,18.24,FALSE
3.522,7.4994,1,2200.74,2.668,-8547.18,-11.181,-2064.12,-55.32,-3.5387,10.28,-0.96,-7239.798,0,-2.0463,6224.1,12825.13,14.592,-305.592,22.84,TRUE
2.7648,8.814,0,2741.46,1.23562,-8943.18,-9.4116,-2213.47,-64.07,-3.7144,6.704,-0.96,-4289.7,1,-3.3339,3465,12805.94,13.068,-290.662,21.42,TRUE
2.6598,7.018,0,3786.06,1.4141,2689.02,-11.982,-2535.07,-62.08,-3.41898,5.0308,-1.96,-6242.3,1,-1.5876,9383.1,12836.288,12.867,-106.78,19.82,TRUE
3.1982,7.8248,1,2417.97,1.26556,-6244.68,-7.1754,-1994.15,-57.15,-3.7462,6.744,-1.96,-7671.7,1,-7.095,2699.1,12830.512,13.053,-223.94,19.74,FALSE
3.84,7.541,1,2925.36,1.6689,-8127.9,-9.3129,-2015.62,-44.066,-4.577,8.554,-1.96,-7044.7,1,-2.8281,1106.7,12812.546,10.3827,-687.8,,TRUE
3.1625,8.308,1,2301.168,1.2304321,-7446.18,-7.6485,-2183.87,-43.3,-5.179,5.9726,-0.96,-7140.5,1,-2.6043,3473.7,12551.76,11.3748,22.2,22.78,FALSE
2.7424,9.05,1,2558.7,1.3668,-7197.18,-7.5864,-2318.37,-49.143,-4.2527,5.6112,-0.96,-5057.7,0,-1.929,842.7,12883.56,17.037,-231.36,19.22,FALSE
3.42,8.2784,1,1923.36,1.3026,-7264.38,-11.967,-1344.27,-42.0107,-4.493,5.0308,-0.96,-7807.3,0,-2.5788,3153,12828.352,9.6978,988.2,25.4,TRUE
3.637,9.222,1,2733.96,1.4698,-7425.18,-8.0958,-1982.35,-43.967,-5.635,6.92,-0.96,-7439.24,0,-1.6611,7298.1,12763.04,11.481,-129.62,,TRUE
3.1309,7.09,1,3481.86,1.24326,-7984.83,-8.1861,-1903.67,-50.497,-4.854,5.7452,-0.96,-6762.5,1,-5.385,1588.5,13649.96,12.2547,-382.96,,TRUE
5.361,6.75472,0,4750.56,1.974,-8108.46,-9.2196,-2171.72,-44.316,-4.604,7.612,-0.96,-6968.7,0,-6.501,1880.04,12840.694,11.5689,-243.96,23.32,FALSE
3.3778,8.3172,1,2695.86,1.378,-8300.58,-11.358,-2053.55,-57.31,-4.1054,12.17,-1.96,-7083.7,0,-14.466,2332.41,12667.08,9.9612,-911.8,,TRUE
3.1756,7.5196,1,1870.56,1.406,-3790.98,-9.2955,-2113.63,-58.42,-3.5237,12.266,-1.96,-6748.1,1,-8.976,1847.13,12838.95,9.8736,1644.2,23.82,FALSE
2.8798,7.987,0,2904.96,1.5351,-3496.98,-7.8024,-2311.07,-43.22,-3.4502,6.924,-1.96,-5288.1,0,-2.4003,4523.1,12819.446,13.368,-115.2,17.38,FALSE
3.609,7.6468,1,2791.56,1.6752,-7938.45,-10.602,-2023.15,-58.93,-4.3225,7.804,-1.96,-7207.42,0,-2.3427,4423.2,12859.36,11.115,-377.52,22.36,TRUE
2.58988,7.401,0,3531.66,1.5569,6514.02,-11.454,-2149.29,-46.173,-3.38724,8.272,-0.96,-523.7,1,-2.4369,1608.3,12724.2,11.2107,50.6,,FALSE
2.6194,8.782,0,2788.56,2.781,-7162.98,-7.00767,-1966.27,-45.281,-4.615,6.684,-1.96,-8970.3,0,-3.807,3073.5,12866.6,14.586,-247.82,24.2,TRUE
2.6414,6.888,0,2811.36,1.4833,-7897.173,-8.6196,-1850.37,-49.092,-4.2888,6.3838,-0.96,-8482.5,1,-3.468,2082.15,12853.46,12.4977,-392.28,,FALSE
2.9079,7.5424,1,2061.99,1.4882,-9704.28,-8.5308,-2178.27,-45.807,-3.6504,5.8656,-0.96,-6231.1,1,-7.257,2499.9,12910.02,11.6514,-338.14,,FALSE
3.0031,7.1772,0,2135.94,1.2300132,-7380.48,-13.413,-2422.27,-43.298,-4.832,5.5064,-1.96,-6896.7,1,-2.7801,4231.5,12859.9,12.3336,-43.2,20.14,FALSE
5.292,6.8944,1,4089.66,1.231933,-6725.88,-7.6452,-2032.25,-51.102,-3.8088,6.3426,-1.96,-7241.24,1,-1.6914,5450.1,13171.36,11.1807,-156.16,,TRUE
2.59583,11.7,1,2180.28,1.7141,-7176.48,-7.221,-2113.8,-42.4788,-3.7312,5.039,-0.96,-5767.1,1,-3.8895,1667.1,12797.48,11.6268,-177.56,,FALSE
2.6721,7.0452,0,2240.88,2.993,-7163.28,-7.2003,-1940.97,-67.11,-3.597,7.16,-0.96,-8976.3,1,-4.419,2598.3,12790.06,10.4286,-417,20.24,TRUE
2.8304,6.853,1,6718.26,1.7916,-7848.48,-9.8184,-2118.09,-42.2695,-5.216,6.4894,-0.96,-5340.3,0,-1.6983,653.1,12805.74,10.8975,-259.76,,FALSE
3.0743,7.395,1,2148.54,2.497,-4648.98,-8.8008,-2022.4,-74.25,-3.5299,8.342,-1.96,-7547.9,1,-2.6955,1686.6,12845.81,18.888,-275.6,19.44,FALSE
2.796,10.598,1,2513.76,3.741,-8212.08,-7.4166,-2126.68,-45.546,-4.3145,8.452,-1.96,-5081.7,1,-3.7518,3093.6,12897.38,17.772,-299.0048,25.18,TRUE
2.7886,8.1618,1,2974.56,4.846,-8011.44,-14.097,-2564.97,-50.521,-3.6647,5.6438,-1.96,-3089.7,1,-4.929,1456.8,12789.02,15.621,-242.8,,TRUE
3.1984,8.844,0,2729.76,1.3752,-6998.88,-7.8399,-2271.07,-51.002,-4.2396,6.5888,-1.96,-6221.5,0,-9.93,1927.23,12841.442,10.5255,373.6,,FALSE
2.8607,11.924,0,2226.66,1.6847,-7490.28,-10.227,-2050.91,-43.496,-4.1328,10.88,-1.96,-7868.1,1,-10.413,2376.78,12835.064,11.8254,-242.1,,FALSE
2.6895,7.387,0,3438.06,1.3458,-835.98,-8.8878,-1693.87,-45.987,-3.42758,5.5804,-0.96,-7497.9,0,-9.816,1767.9,12855.5,18.018,-298.7464,20.28,FALSE
3.1614,12.73,1,2487.3,1.341,-4039.98,-12.243,-1790.57,-42.4101,-3.5196,5.2568,-1.96,-7079,1,-8.616,1999.71,12795.44,9.969,64.8,21.12,TRUE
3.4688,7.8592,1,2753.16,6.355,-7881.957,-6.99765,-2284.17,-66.78,-7.357,5.2722,-1.96,-6817.1,1,-1.5969,6296.1,12796.04,11.3901,-215.4,,FALSE
2.9226,8.3988,0,2187.03,1.4699,-8056.35,-8.6127,-2295.17,-46.995,-4.2159,5.7628,-1.96,-5934.1,0,-2.7822,2006.31,12839.626,13.023,-239.04,21.94,FALSE
2.58268,6.7794,0,8185.26,1.7932,-9755.88,-7.8255,-1609.27,-65.2,-3.40722,5.31,-1.96,-6843.9,1,-7.689,2623.8,12818.672,12.618,-413.92,22.16,TRUE
2.8758,12.206,0,2394.12,1.4472,-8386.38,-8.4903,-2786.27,-49.035,-4.1171,5.1042,-0.96,-4755.7,0,-3.0213,1695.6,12785.42,10.2003,-156.22,,FALSE
3.3336,8.083,0,2254.296,1.9055,-8581.68,-9.7086,-2075.627,-45.15,-3.7372,8.696,-1.96,-7004.7,0,-5.67,2637.6,12806.22,12.3018,-320.2,,TRUE
3.4103,7.9128,0,2987.16,1.6916,-3697.98,-10.566,-2164.35,-45.642,-3.42347,9.068,-0.96,-6371.7,1,-2.8569,1689.3,12846.71,10.3707,272,,FALSE
4.258,10.084,1,2261.139,1.5758,-8238.78,-8.5296,-1362.77,-48.962,-4.007,5.0784,-1.96,-7266.014,1,-10.62,2018.64,12720.6,13.104,-386.84,22.84,FALSE
5.013,9.684,1,2672.76,1.4617,-5154.18,-7.8822,-2016.12,-51.157,-3.452,9.796,-1.96,-7308.28,0,-1.5249,11606.1,12819.018,15.216,-317.95,23.02,TRUE
3.2148,7.0908,1,2428.68,1.9899,-8083.02,-6.9162,-1952.57,-41.867677,-3.9325,7.498,-1.96,-7642.9,1,-11.088,2470.2,12864.36,12.513,-388.28,21.32,FALSE
3.622,8.668,0,2377.77,1.27265,-6516.18,-15.057,-1909.77,-45.907,-3.6931,6.3974,-1.96,-7334.38,1,-1.4925,-3600.9,12824.55,15.681,-293.148,20.96,TRUE
4.141,7.2632,1,1307.76,1.25014,-7819.2,-8.2179,-1989.7,-66.13,-7.659,6.994,-0.96,-7424.12,0,-2.2356,3356.7,12840.018,12.654,-261.78,,TRUE
3.707,7.9456,0,2396.52,1.9509,-7142.28,-7.6497,-2286.87,-67.93,-4.37,5.5942,-1.96,-7111.84,1,-8.331,2419.8,12886.64,13.725,-152.94,19.8,FALSE
5.062,7.8072,1,2228.79,1.3372,-8108.13,-9.2427,-1852.37,-48.595,-3.7973,5.233,-0.96,-7254.548,0,-5.703,2669.4,12883.48,16.269,-310.462,,TRUE
2.6142,7.2946,0,3422.16,2.9,-7920.432,-9.7968,-1402.47,-42.1976,-5.14,4.9012,-0.96,-6194.9,1,-3.8736,2949,14361.56,15.309,-328.8,26.34,TRUE
3.387,7.2336,1,3975.06,1.28411,-8014.83,-9.4134,-1647.57,-48.118,-6.101,5.508,-0.96,-6979.5,0,-4.914,1630.2,12823.406,12.972,-449.44,,FALSE
4.143,7.4108,1,2492.79,1.24243,-5206.98,-13.518,-2230.97,-45.949,-3.5902,5.6084,-0.96,-7148.1,0,-1.6131,5399.1,12805.38,13.401,-163.36,,TRUE
3.3464,6.9518,1,2240.58,1.92,-8269.08,-10.116,-1884.27,-48.988,-4.1924,5.4534,-1.96,-7206.86,1,-5.004,2795.1,13158.16,15.498,-334.04,,FALSE
4.025,6.9918,1,3950.46,1.3532,-6937.38,-11.04,-2008.51,-47.238,-4.0738,7.632,-0.96,-7363.9,1,-9.051,2422.2,12942.08,10.7643,-138.04,25.04,TRUE
3.965,8.4964,0,2784.66,1.3496,-8407.08,-7.01913,-1940.57,-50.156,-3.75,6.2024,-1.96,-7154.52,0,-2.4321,4172.4,12918.34,13.218,-375.28,24.86,TRUE
3.0138,7.503,1,2967.96,1.6136,-7570.08,-9.4002,-1600.07,-42.33,-5.277,5.0758,-0.96,-7555.7,0,-2.6016,3524.1,12723.58,9.9438,61.4,22.06,TRUE
3.93,7.8458,0,3101.76,1.4883,-7908.765,-8.6964,-1921.37,-44.422,-4.861,5.3974,-1.96,-7057.4,1,-8.64,2267.91,12880.18,18.66,-313.286,,TRUE
2.57775,8.756,0,2048.97,4.568,-7325.58,-10.587,-2043.72,-51.436,-3.8363,8.18,-1.96,-7882.9,1,-1.9242,1229.7,12822.366,9.8274,172.6,,FALSE
2.8919,8.19,1,2988.36,1.402,-7833.93,-7.3365,-2574.17,-42.829,-4.2239,5.1682,-0.96,-5225.7,1,-3.0774,2066.16,12794.2,17.469,-272.22,25.36,TRUE
3.713,7.6974,0,2228.13,1.4618,-12232.98,-8.5266,-2317.77,-55.85,-3.42423,5.5384,-0.96,-6853.9,0,-1.6587,7172.1,12741.74,19.134,-292.478,23.08,TRUE
3.0421,8.788,0,2308.899,2.0881,-7876.44,-8.7375,-2012.96,-41.95271,-7.371,9.728,-0.96,-7705.7,0,-5.835,2619.9,13040.76,10.1499,-549,,TRUE
3.341,6.7573,0,2914.86,1.6777,-7737.87,-11.784,-2094.93,-56.16,-6.796,6.2248,-1.96,-7031.9,0,-4.299,1853.07,12975.88,15.057,-238.72,,FALSE
2.8667,7.298,0,3406.86,1.833,-5618.58,-6.92532,-2520.47,-44.183,-3.7377,5.7934,-0.96,-4953.7,1,-3.2892,1122.6,12839.516,11.7159,92.6,20.18,FALSE
4.858,7.4006,0,2172.27,1.5207,-8658.18,-7.2153,-1920.77,-54.72,-3.7533,6.1112,-0.96,-7204.18,1,-4.281,1823.01,12881.7,10.0359,-833,,FALSE
4.695,6.8926,1,4548.96,1.3511,-8085.54,-7.3692,-2216.47,-52.82,-4.2446,6.1518,-0.96,-6911.7,1,-7.215,1941.24,12735.02,13.737,-279.52,,TRUE
